UTC:,2022-07-12 00:55:05.858986
1657587308.8436742,A
1657587308.8496547,21775,1363,1348,1368,21907,22037,22042,22042,22032,22032,22032,22032,22034,22035,22072,21963,
1657587308.8496547,A
1657587308.860626,21772,1364,1346,1368,21911,22042,22035,22035,22039,22036,22036,22039,22034,22039,22030,21960,
1657587308.860626,A
1657587308.8664687,21779,1364,1347,1367,21905,22041,22039,22036,22037,22035,22203,22036,22038,22035,22038,21964,
1657587308.8664687,A
1657587308.8774295,21776,1362,1347,1367,21910,22045,22040,22041,22039,22039,22039,22039,22038,22798,22034,21960,
1657587308.8774295,A
1657587308.8833828,21772,1362,1347,1367,21911,22044,22040,22042,22038,22032,22034,22033,22035,22035,22039,21968,
1657587308.8833828,A
1657587308.8940613,22470,1364,1347,1367,21907,22041,22038,22035,22038,22033,22038,22034,22035,22032,22026,21958,
1657587308.8940613,A
1657587308.899881,21778,1364,1346,1367,21915,22039,22036,22035,22035,22032,22034,22035,22097,22034,22029,21955,
1657587308.899881,A
1657587308.9109988,21780,1362,1348,1367,21913,22045,22042,22042,22034,22038,22038,22039,22041,22041,22035,21964,
1657587308.9109988,A
1657587308.9167318,21780,1364,1346,1369,21907,22039,22043,22033,22036,22030,22039,22039,22031,22039,22036,21966,
1657587308.9167318,A
1657587308.9276235,21778,1363,1348,1367,21904,22035,22033,22035,22034,22031,22031,22201,22042,22041,22030,21968,
1657587308.9276235,A
1657587308.933255,21783,1363,1348,1369,21906,22042,22042,22038,22036,22034,22035,22035,22038,22035,22770,21962,
1657587308.933255,A
1657587308.9443042,21772,1364,1346,1368,21909,22039,22040,22032,22039,22038,22035,22037,22039,22036,22032,21960,
1657587308.9443042,A
1657587308.9505453,21772,1364,1347,1369,21908,22039,22035,22036,22033,22035,22038,22035,22034,22033,22030,21959,
1657587308.9505453,A
1657587308.9609551,21776,1364,1348,1368,21908,22039,22038,22037,22038,22036,22038,22036,22037,22646,22032,21963,
1657587308.9609551,A
1657587308.9669032,21770,1363,1347,1369,21910,22042,22042,22036,22038,22037,22031,22038,22036,22034,22031,21961,
1657587308.9724905,A
1657587308.977614,21884,1364,1347,1368,21908,22039,22035,22033,22036,22033,22038,22035,22034,22034,22032,21960,
1657587308.977614,A
1657587308.9890652,21769,1365,1347,1367,21911,22039,22039,22039,22037,22035,22036,22035,22028,22036,22035,21968,
1657587308.9890652,A
1657587308.994293,21775,1364,1347,1367,21936,22041,22041,22039,22037,22035,22033,22032,22035,22036,22030,22630,
1657587308.994293,A
1657587309.0058904,21772,1364,1348,1368,21908,22036,22034,22035,22036,22031,22035,22035,22037,22036,22031,21963,
1657587309.0058904,A
1657587309.0109468,21775,1363,1348,1368,21910,22039,22036,22036,22034,22032,22039,22040,22032,22032,22035,21965,
1657587309.0109468,A
1657587309.0223851,21775,1364,1348,1367,21909,22042,22044,22042,22032,22038,22040,22041,22032,22039,22221,21961,
1657587309.0223851,A
1657587309.0275724,21773,1364,1348,1369,21909,22039,22038,22045,22037,22034,22034,22032,22042,22042,22039,21960,
1657587309.0275724,A
1657587309.0391665,21780,1363,1347,1368,21911,22039,22039,22038,22037,22036,22033,22033,22035,22035,22032,21961,
1657587309.0391665,A
1657587309.0442362,21768,1363,1347,1367,21906,22042,22035,22035,22035,22036,22038,22044,22034,22042,22037,21965,
1657587309.0442362,A
1657587309.0558178,21778,1361,1348,1368,21905,22241,22042,22039,22034,22033,22033,22039,22032,22032,22030,21966,
1657587309.0558178,A
1657587309.0608702,22260,1364,1347,1368,21913,22038,22044,22042,22041,22041,22036,22035,22037,22035,22032,21964,
1657587309.0608702,A
1657587309.072453,21775,1363,1348,1368,21910,22041,22038,22035,22039,22035,22034,22035,22035,22035,22033,21964,
1657587309.072453,A
1657587309.0775688,21772,1363,1347,1367,22434,22038,22038,22036,22037,22036,22035,22035,22035,22034,22031,21981,
1657587309.0775688,A
1657587309.089067,21772,1363,1348,1368,21905,22037,22039,22033,22045,22034,22037,22032,22036,22044,22039,21968,
1657587309.089067,A
1657587309.0941892,21781,1362,1347,1368,21907,22034,22034,22033,22035,22029,22030,22037,22034,22033,22029,21960,
1657587309.0941892,A
1657587309.1059153,21772,1363,1346,1368,21906,22039,22035,22036,22035,22032,22035,22038,22035,22036,22035,21963,
1657587309.1059153,A
1657587309.1166575,21774,1362,1347,1369,21907,22038,22218,22034,22038,22035,22035,22036,22037,22030,22027,21961,
1657587309.1166575,A
1657587309.1227534,21769,1364,1348,1367,21907,22044,22044,22041,22041,22039,22039,22040,22035,22033,22037,21965,
1657587309.1227534,A
1657587309.1333168,21780,1363,1346,1368,21908,22039,22039,22037,22037,22032,22033,22036,22036,22038,22035,21961,
1657587309.1333168,A
1657587309.1390467,21780,1361,1347,1369,21910,22757,22037,22036,22035,22034,22036,22038,22032,22035,22035,21963,
1657587309.1390467,A
1657587309.1499546,21868,1363,1347,1369,21910,22042,22039,22038,22825,22037,22035,22038,22039,22037,22028,21960,
1657587309.1499546,A
1657587309.1552908,21777,1363,1348,1368,21909,22038,22037,22035,22036,22034,22035,22035,22034,22035,22032,21961,
1657587309.1552908,A
1657587309.1666846,21770,1363,1347,1367,21973,22043,22038,22037,22037,22030,22034,22037,22035,22034,22033,21966,
1657587309.1666846,A
1657587309.1724818,21774,1363,1348,1368,21911,22042,22042,22158,22039,22037,22035,22038,22036,22034,22029,21961,
1657587309.1724818,A
1657587309.1833224,21771,1363,1347,1368,21906,22038,22037,22040,22042,22036,22035,22035,22036,22035,22033,21958,
1657587309.1833224,A
1657587309.1890004,21778,1362,1346,1368,21907,22039,22035,22035,22037,22032,22033,22035,22037,22035,22032,21961,
1657587309.1890004,A
1657587309.1999028,21772,1364,1348,1369,21908,22045,22708,22039,22037,22037,22035,22039,22039,22037,22033,21963,
1657587309.1999028,A
1657587309.2058775,21775,1364,1348,1368,21907,22039,22040,22039,22037,22823,22039,22037,22036,22037,22030,21962,
1657587309.2058775,A
1657587309.2166815,21772,1364,1348,1367,21905,22037,22039,22035,22035,22035,22037,22035,22036,22037,22027,21957,
1657587309.2166815,A
1657587309.222371,21778,1362,1347,1368,21906,22110,22036,22036,22036,22032,22033,22036,22034,22032,22031,21958,
1657587309.222371,A
1657587309.2325788,21781,1362,1348,1368,21907,22035,22036,22033,22033,22032,22035,22036,22036,22035,22028,21968,
1657587309.2325788,A
1657587309.239173,21776,1363,1347,1369,21910,22042,22041,22039,22041,22039,22031,22033,22036,22035,22031,21960,
1657587309.2442935,A
1657587309.2500203,21778,1363,1347,1368,22070,22045,22045,22042,22041,22031,22032,22035,22043,22040,22030,21961,
1657587309.2500203,A
1657587309.2608857,21773,1364,1348,1367,21913,22041,22039,22504,22040,22032,22035,22034,22035,22030,22036,21961,
1657587309.2608857,A
1657587309.2666883,21778,1364,1346,1366,21906,22039,22035,22034,22033,22032,22735,22038,22035,22038,22032,21959,
1657587309.2666883,A
1657587309.2776213,21773,1363,1347,1368,21907,22039,22037,22037,22036,22032,22030,22041,22040,22032,22030,21968,
1657587309.2776213,A
1657587309.2833545,21777,1364,1347,1367,21910,22039,22113,22038,22040,22037,22035,22032,22034,22042,22029,21969,
1657587309.2833545,A
1657587309.2934833,21781,1364,1348,1368,21907,22036,22035,22036,22036,22031,22037,22035,22035,22035,22032,21960,
1657587309.2934833,A
1657587309.299467,21778,1364,1347,1367,21910,22043,22035,22042,22035,22031,22031,22033,22046,22039,22029,21958,
1657587309.299467,A
1657587309.3104224,21777,1364,1346,1369,21907,22029,22035,22034,22035,22033,22035,22036,22035,22035,22039,21961,
1657587309.3104224,A
1657587309.316372,21781,1361,1346,1368,21906,22039,22038,22035,22801,22032,22035,22035,22035,22032,22031,21969,
1657587309.316372,A
1657587309.327073,21773,1364,1348,1368,21904,22039,22035,22033,22042,22032,22032,22727,22045,22033,22039,21958,
1657587309.327073,A
1657587309.3335054,21779,1364,1348,1368,21909,22036,22036,22034,22035,22033,22031,22032,22033,22032,22037,21968,
1657587309.3335054,A
1657587309.3436084,21779,1363,1347,1368,21907,22040,22040,22280,22037,22033,22036,22038,22036,22037,22032,21962,
1657587309.3436084,A
1657587309.3495913,21772,1363,1348,1368,21914,22047,22035,22035,22042,22033,22158,22038,22038,22033,22031,21961,
1657587309.3495913,A
1657587309.3605623,21780,1364,1347,1368,21911,22042,22035,22037,22038,22035,22036,22033,22032,22123,22029,21963,
1657587309.3605623,A
1657587309.3665464,21778,1364,1346,1369,21904,22047,22036,22038,22033,22041,22034,22034,22033,22031,22038,21957,
1657587309.3665464,A
1657587309.3775313,21776,1364,1347,1370,21913,22037,22035,22035,22035,22706,22035,22035,22034,22039,22029,21958,
1657587309.3775313,A
1657587309.388516,21779,1364,1349,1369,21908,22038,22042,22035,22036,22033,22034,22032,22822,22032,22029,21960,
1657587309.388516,A
1657587309.3945012,21780,1361,1347,1367,21905,22042,22035,22033,22042,22032,22032,22033,22031,22033,22029,21958,
1657587309.3945012,A
1657587309.4054422,21781,1363,1348,1367,21906,22045,22036,22035,22234,22032,22033,22035,22041,22033,22030,21966,
1657587309.4054422,A
1657587309.4104576,21780,1363,1346,1368,21907,22037,22035,22036,22033,22040,22039,22078,22032,22031,22029,21957,
1657587309.4104576,A
1657587309.4214277,21778,1364,1348,1368,21911,22037,22042,22033,22042,22039,22039,22041,22040,22040,22254,21965,
1657587309.4214277,A
1657587309.4274118,21777,1362,1347,1367,21904,22046,22043,22042,22035,22033,22035,22035,22042,22036,22039,21959,
1657587309.4274118,A
1657587309.4383833,21778,1364,1348,1367,21912,22045,22042,22042,22042,22040,22525,22044,22041,22040,22036,21962,
1657587309.4383833,A
1657587309.4443388,21775,1362,1348,1369,21910,22035,22042,22034,22033,22040,22032,22035,22033,22396,22030,21958,
1657587309.4443388,A
1657587309.45553,21780,1363,1347,1369,21912,22044,22042,22041,22041,22039,22039,22042,22035,22035,22030,21959,
1657587309.45553,A
1657587309.4609482,21769,1363,1347,1367,21906,22046,22041,22040,22043,22145,22035,22033,22039,22041,22029,21958,
1657587309.4609482,A
1657587309.4713812,21773,1364,1348,1368,21907,22042,22038,22044,22036,22033,22041,22034,22186,22036,22032,21963,
1657587309.4713812,A
1657587309.4776258,21783,1364,1346,1368,21909,22045,22039,22037,22033,22033,22032,22033,22035,22031,22037,22082,
1657587309.4776258,A
1657587309.4888601,21773,1362,1347,1369,21907,22041,22039,22038,22045,22033,22035,22035,22035,22033,22040,21959,
1657587309.4888601,A
1657587309.4942276,21781,1364,1348,1367,21909,22040,22037,22034,22043,22032,22035,22230,22033,22042,22029,21969,
1657587309.4942276,A
1657587309.5058122,21778,1362,1348,1368,21905,22036,22036,22033,22041,22039,22039,22041,22040,22039,22843,21965,
1657587309.5058122,A
1657587309.5109415,21777,1363,1348,1368,21907,22041,22037,22036,22036,22041,22042,22042,22032,22034,22037,21957,
1657587309.5166452,A
1657587309.522378,21776,1363,1346,1368,21912,22046,22043,22041,22035,22042,22151,22036,22033,22031,22035,21961,
1657587309.522378,A
1657587309.5333,21778,1364,1346,1370,21916,22046,22044,22042,22041,22042,22042,22033,22040,22489,22036,21968,
1657587309.5333,A
1657587309.5391617,21776,1364,1347,1367,21906,22044,22035,22035,22043,22032,22032,22036,22036,22034,22028,21958,
1657587309.5391617,A
1657587309.5499198,21878,1362,1348,1368,21907,22040,22037,22040,22036,22040,22031,22036,22037,22037,22030,21961,
1657587309.5499198,A
1657587309.555653,21781,1363,1347,1370,21908,22039,22033,22042,22041,22040,22041,22031,22411,22042,22035,21959,
1657587309.555653,A
1657587309.5664659,21778,1363,1347,1369,21910,22042,22043,22042,22040,22040,22042,22041,22034,22033,22029,22636,
1657587309.5664659,A
1657587309.5724835,21783,1364,1348,1368,21905,22043,22043,22041,22041,22039,22040,22042,22039,22032,22028,21967,
1657587309.5724835,A
1657587309.5824583,21769,1364,1348,1369,21907,22039,22037,22039,22039,22035,22037,22031,22035,22033,22030,21961,
1657587309.5824583,A
1657587309.5884423,21774,1364,1348,1369,21907,22042,22039,22037,22036,22037,22035,22036,22038,22039,22364,21961,
1657587309.5884423,A
1657587309.5994143,21775,1363,1348,1370,21907,22039,22039,22038,22035,22031,22032,22037,22036,22041,22035,21961,
1657587309.5994143,A
1657587309.605398,21771,1363,1348,1370,21907,22038,22037,22035,22036,22034,22040,22036,22036,22035,22030,21963,
1657587309.605398,A
1657587309.6156642,21772,1364,1347,1367,21907,22040,22038,22044,22034,22039,22039,22039,22039,22208,22035,21967,
1657587309.6166637,A
1657587309.6216502,21776,1364,1348,1368,21912,22042,22041,22040,22040,22035,22035,22035,22035,22033,22032,21962,
1657587309.6216502,A
1657587309.6326497,22209,1364,1347,1368,21907,22041,22036,22035,22035,22042,22033,22036,22035,22035,22034,21966,
1657587309.6326497,A
1657587309.638635,21773,1363,1347,1367,21908,22040,22044,22038,22038,22035,22039,22038,22040,22035,22032,21962,
1657587309.638635,A
1657587309.6496077,21774,1363,1348,1369,22608,22044,22039,22039,22039,22034,22035,22036,22033,22031,22029,22083,
1657587309.6496077,A
1657587309.6605763,21774,1364,1348,1371,21906,22039,22039,22035,22040,22035,22031,22033,22040,22033,22029,21961,
1657587309.6605763,A
1657587309.6663065,21780,1364,1347,1368,21905,22041,22036,22037,22037,22036,22037,22042,22040,22034,22032,21961,
1657587309.6663065,A
1657587309.6772773,21775,1363,1347,1367,21907,22036,22040,22039,22039,22038,22035,22035,22035,22035,22196,21960,
1657587309.6772773,A
1657587309.6828988,21773,1363,1347,1368,21909,22041,22048,22038,22035,22041,22033,22031,22032,22032,22035,21965,
1657587309.6828988,A
1657587309.6938696,21775,1365,1348,1369,21907,22037,22043,22034,22035,22033,22037,22035,22037,22032,22030,21961,
1657587309.6938696,A
1657587309.6996193,21774,1364,1347,1367,21910,22037,22037,22038,22036,22032,22035,22033,22037,22042,22032,21961,
1657587309.6996193,A
1657587309.7105634,21781,1364,1346,1369,21911,22736,22042,22036,22039,22034,22035,22035,22038,22036,22029,21962,
1657587309.7105634,A
1657587309.7165704,22008,1364,1347,1368,21904,22038,22034,22034,22035,22032,22033,22035,22035,22042,22029,21960,
1657587309.7165704,A
1657587309.7275138,21769,1363,1347,1367,21910,22042,22040,22037,22037,22032,22035,22036,22042,22035,22030,21960,
1657587309.7275138,A
1657587309.7334976,21780,1362,1346,1367,22009,22036,22035,22035,22037,22032,22031,22042,22042,22039,22034,21968,
1657587309.7334976,A
1657587309.7434986,21775,1364,1347,1367,21913,22042,22042,22139,22042,22035,22036,22035,22036,22036,22032,21966,
1657587309.7434986,A
1657587309.7494843,21777,1364,1347,1367,21915,22044,22042,22041,22039,22035,22039,22035,22039,22039,22036,21963,
1657587309.7494843,A
1657587309.7604253,21775,1365,1346,1367,21913,22045,22041,22038,22041,22039,22039,22042,22032,22041,22029,21969,
1657587309.7604253,A
1657587309.7664108,21775,1364,1348,1369,21909,22040,22748,22043,22041,22038,22039,22037,22039,22038,22035,21958,
1657587309.7664108,A
1657587309.7773814,21776,1364,1348,1367,21911,22036,22041,22038,22037,22035,22042,22033,22032,22035,22029,21962,
1657587309.7773814,A
1657587309.7829285,21778,1364,1347,1369,21915,22036,22043,22042,22041,22038,22037,22039,22039,22041,22033,21960,
1657587309.788667,A
1657587309.7937331,21775,1364,1347,1367,21909,22142,22042,22041,22039,22038,22038,22038,22041,22039,22033,21964,
1657587309.7937331,A
1657587309.8053343,21775,1364,1348,1368,21912,22043,22043,22043,22212,22041,22041,22034,22032,22039,22037,21963,
1657587309.8053343,A
1657587309.810799,21772,1364,1348,1369,21910,22044,22038,22041,22032,22039,22039,22041,22038,22038,22033,21966,
1657587309.810799,A
1657587309.8219917,21775,1361,1347,1368,22152,22039,22042,22042,22041,22038,22037,22039,22035,22038,22033,21968,
1657587309.8219917,A
1657587309.8274772,21778,1364,1348,1369,21904,22045,22044,22823,22044,22039,22042,22043,22041,22039,22036,21966,
1657587309.8274772,A
1657587309.8386712,21779,1364,1348,1367,21910,22043,22043,22039,22041,22033,22036,22034,22035,22033,22031,21961,
1657587309.8386712,A
1657587309.8441288,21773,1363,1347,1367,21903,22046,22044,22040,22041,22030,22035,22041,22042,22041,22030,21968,
1657587309.8441288,A
1657587309.8555174,21781,1362,1348,1368,21914,22042,22115,22040,22041,22039,22040,22037,22039,22035,22032,21962,
1657587309.8555174,A
1657587309.8609612,21778,1363,1347,1369,21912,22045,22042,22040,22039,22187,22038,22041,22038,22036,22034,21961,
1657587309.8609612,A
1657587309.8721757,21772,1364,1347,1368,21913,22048,22039,22039,22038,22039,22036,22037,22039,22039,22035,21958,
1657587309.8721757,A
1657587309.8776093,21778,1364,1348,1367,21913,22457,22043,22042,22039,22038,22035,22037,22036,22035,22032,21967,
1657587309.8776093,A
1657587309.8886926,21772,1362,1347,1367,21914,22035,22034,22042,22854,22032,22042,22035,22042,22042,22029,21964,
1657587309.8886926,A
1657587309.8942804,21775,1364,1348,1367,21910,22044,22043,22034,22034,22030,22031,22702,22034,22032,22032,21962,
1657587309.8942804,A
1657587309.9057617,21781,1363,1348,1369,21910,22038,22039,22035,22035,22034,22035,22039,22035,22034,22032,21965,
1657587309.9057617,A
1657587309.9109406,21772,1363,1347,1367,21907,22039,22038,22718,22038,22030,22039,22042,22032,22033,22030,21961,
1657587309.9109406,A
1657587309.9222999,21775,1364,1346,1368,21913,22043,22042,22042,22032,22030,22116,22041,22040,22042,22027,21957,
1657587309.922809,A
1657587309.9332614,21772,1363,1347,1367,21907,22038,22042,22035,22041,22036,22041,22038,22039,22037,22035,21958,
1657587309.9332614,A
1657587309.9387643,21775,1364,1348,1367,21903,22044,22203,22043,22034,22034,22031,22041,22032,22032,22029,21958,
1657587309.9387643,A
1657587309.948769,21781,1362,1347,1369,21913,22043,22042,22038,22041,22825,22041,22036,22042,22042,22033,21958,
1657587309.949738,A
1657587309.954753,21777,1364,1348,1368,21904,22042,22042,22034,22032,22032,22033,22042,22727,22034,22037,21961,
1657587309.955755,A
1657587309.965727,21775,1364,1347,1368,21913,22036,22042,22032,22041,22040,22040,22032,22032,22032,22028,21960,
1657587309.965727,A
1657587309.9716792,21772,1363,1348,1368,21910,22039,22035,22034,22490,22035,22033,22035,22035,22034,22028,21961,
1657587309.9726765,A
1657587309.9826772,21771,1364,1347,1368,21904,22036,22036,22037,22035,22035,22037,22034,22036,22035,22029,21958,
1657587309.9826772,A
1657587309.9886615,21772,1364,1348,1368,21909,22041,22037,22039,22037,22036,22036,22037,22038,22036,22031,21961,
1657587309.9886615,A
1657587309.9996037,21772,1364,1348,1369,21907,22039,22036,22203,22035,22031,22032,22035,22035,22034,22035,21968,
1657587309.9996037,A
1657587310.0055885,21772,1363,1347,1371,21907,22039,22036,22037,22040,22038,22795,22036,22031,22035,22032,21959,
1657587310.0055885,A
1657587310.015591,21772,1364,1348,1369,21906,22037,22037,22038,22033,22034,22035,22033,22033,22724,22029,21961,
1657587310.0165863,A
1657587310.021576,21778,1364,1347,1367,21907,22034,22039,22036,22035,22031,22035,22035,22035,22036,22031,21961,
1657587310.022576,A
1657587310.032703,21781,1363,1348,1370,21905,22040,22035,22036,22035,22193,22034,22034,22033,22031,22032,21961,
1657587310.032703,A
1657587310.038936,21779,1364,1347,1367,21913,22044,22044,22033,22034,22032,22033,22033,22052,22032,22029,21962,
1657587310.038936,A
1657587310.0497856,21779,1362,1347,1367,21903,22045,22033,22034,22032,22037,22042,22042,22033,22032,22030,21998,
1657587310.0497856,A
1657587310.0555139,21774,1364,1347,1368,21909,22036,22042,22039,22025,22035,22038,22039,22040,22038,22031,21962,
1657587310.0607145,A
1657587310.0665202,21778,1364,1348,1367,21913,22043,22043,22041,22039,22038,22042,22783,22042,22042,22038,21968,
1657587310.0665202,A
1657587310.0776114,21777,1362,1348,1368,21912,22044,22042,22040,22035,22036,22037,22042,22042,22038,22725,21965,
1657587310.0776114,A
1657587310.0830922,21775,1363,1348,1368,21913,22034,22044,22041,22035,22033,22031,22031,22032,22032,22030,21959,
1657587310.0830922,A
1657587310.0942564,21781,1362,1347,1368,21906,22045,22042,22032,22034,22035,22274,22039,22036,22039,22036,21965,
1657587310.0942564,A
1657587310.0999022,21775,1362,1348,1367,21912,22046,22045,22033,22042,22038,22043,22035,22032,22128,22029,21959,
1657587310.0999022,A
1657587310.1109369,21778,1362,1346,1368,21907,22036,22039,22033,22033,22030,22032,22036,22038,22036,22033,21962,
1657587310.1109369,A
1657587310.116678,21981,1364,1348,1367,21906,22039,22035,22036,22036,22032,22037,22037,22035,22033,22031,21961,
1657587310.116678,A
1657587310.1276174,21771,1364,1345,1367,21905,22036,22034,22037,22036,22036,22040,22039,22520,22035,22032,21960,
1657587310.1276174,A
1657587310.13325,21772,1364,1348,1368,21912,22043,22035,22032,22035,22033,22035,22031,22032,22036,22028,22792,
1657587310.13325,A
1657587310.1442666,21778,1364,1348,1367,21903,22035,22034,22032,22034,22031,22031,22042,22031,22032,22026,21961,
1657587310.1442666,A
1657587310.1499166,21778,1364,1348,1367,21908,22043,22042,22038,22039,22037,22039,22251,22031,22039,22038,21965,
1657587310.1499166,A
1657587310.1609483,21774,1363,1347,1367,21911,22044,22041,22042,22034,22042,22042,22042,22038,22041,22090,21967,
1657587310.1609483,A
1657587310.1664486,21778,1361,1348,1368,21910,22046,22033,22038,22032,22039,22041,22032,22033,22031,22037,21957,
1657587310.1664486,A
1657587310.1776164,21774,1364,1348,1366,21911,22039,22041,22042,22041,22034,22032,22036,22032,22038,22027,21967,
1657587310.1776164,A
1657587310.1833067,21774,1363,1349,1367,21907,22042,22039,22036,22041,22039,22039,22035,22039,22533,22032,21963,
1657587310.1833067,A
1657587310.1942608,21775,1363,1348,1367,21907,22039,22039,22039,22039,22034,22037,22036,22036,22038,22033,21962,
1657587310.1942608,A
1657587310.2058163,22125,1364,1348,1368,21909,22041,22035,22040,22041,22039,22030,22034,22035,22038,22028,21960,
1657587310.2058163,A
1657587310.2109463,21772,1363,1347,1369,21908,22040,22035,22038,22038,22034,22036,22035,22225,22036,22030,21960,
1657587310.2109463,A
1657587310.2223814,21773,1362,1347,1368,22621,22042,22037,22034,22037,22038,22036,22034,22039,22032,22031,22044,
1657587310.2223814,A
1657587310.227617,21775,1364,1349,1368,21907,22041,22039,22038,22043,22036,22033,22035,22035,22035,22033,21962,
1657587310.227617,A
1657587310.2391148,21775,1363,1345,1369,21903,22035,22035,22038,22039,22033,22035,22039,22033,22035,22030,21961,
1657587310.2391148,A
1657587310.2442718,21771,1363,1347,1368,21905,22036,22038,22035,22034,22035,22034,22033,22035,22032,22504,21961,
1657587310.2442718,A
1657587310.2556858,21772,1364,1346,1368,21907,22041,22036,22035,22042,22036,22040,22042,22039,22032,22027,21958,
1657587310.2556858,A
1657587310.2609396,21771,1364,1348,1367,21907,22035,22035,22033,22032,22033,22034,22035,22034,22032,22029,21958,
1657587310.2609396,A
1657587310.2723851,21778,1362,1347,1368,21914,22043,22038,22035,22041,22032,22036,22036,22036,22039,22032,21958,
1657587310.2723851,A
1657587310.2775564,21775,1364,1347,1368,21907,22872,22039,22035,22032,22033,22039,22040,22040,22039,22036,21966,
1657587310.2775564,A
1657587310.2890131,21870,1364,1348,1367,21913,22047,22036,22032,22042,22041,22034,22032,22034,22035,22031,21958,
1657587310.2890131,A
1657587310.2942235,21772,1364,1347,1369,21903,22036,22042,22033,22033,22029,22032,22032,22041,22032,22030,21957,
1657587310.2942235,A
1657587310.3058152,21778,1362,1348,1368,21971,22040,22035,22033,22034,22039,22033,22034,22032,22034,22027,22338,
1657587310.3058152,A
1657587310.3109386,21783,1364,1346,1368,21912,22045,22041,22032,22035,22030,22039,22032,22031,22035,22028,21959,
1657587310.3109386,A
1657587310.3223681,21779,1364,1347,1368,21912,22045,22033,22041,22034,22030,22031,22034,22032,22030,22036,21966,
1657587310.3223681,A
1657587310.327497,21778,1364,1348,1368,21906,22038,22038,22033,22035,22032,22030,22032,22036,22034,22029,21958,
1657587310.332991,A
1657587310.3390589,21776,1363,1347,1369,21905,22043,22728,22035,22034,22041,22030,22034,22032,22032,22029,21956,
1657587310.3390589,A
1657587310.3499098,21772,1364,1347,1368,21905,22036,22035,22035,22033,22032,22034,22035,22032,22040,22038,21958,
1657587310.3499098,A
1657587310.3556452,21778,1364,1347,1369,21904,22044,22035,22032,22039,22033,22029,22032,22032,22038,22029,21963,
1657587310.3556452,A
1657587310.366739,21776,1364,1347,1367,21911,22042,22041,22038,22032,22032,22032,22031,22040,22032,22032,21960,
1657587310.366739,A
1657587310.3720982,21945,1364,1347,1368,21903,22045,22043,22032,22033,22035,22035,22032,22039,22035,22029,21960,
1657587310.3720982,A
1657587310.3828804,21772,1363,1348,1368,21902,22035,22034,22032,22034,22032,22039,22031,22033,22032,22035,21957,
1657587310.3828804,A
1657587310.389013,21779,1362,1348,1369,22669,22045,22035,22033,22035,22038,22032,22040,22041,22038,22029,21961,
1657587310.389013,A
1657587310.399091,21774,1361,1347,1370,21914,22043,22041,22734,22043,22037,22038,22040,22040,22038,22026,21963,
1657587310.399091,A
1657587310.405304,21775,1363,1347,1368,21913,22044,22034,22042,22033,22029,22041,22032,22042,22041,22036,21968,
1657587310.405304,A
1657587310.415697,21775,1363,1348,1369,21913,22043,22042,22031,22035,22032,22034,22031,22035,22032,22034,21965,
1657587310.415697,A
1657587310.4216402,21779,1364,1347,1367,21913,22045,22145,22042,22042,22039,22039,22042,22042,22031,22028,21957,
1657587310.4216402,A
1657587310.432223,21772,1364,1347,1367,21910,22041,22034,22042,22042,22045,22033,22032,22035,22037,22035,21967,
1657587310.4332223,A
1657587310.4387364,21778,1364,1348,1367,21907,22039,22039,22043,22037,22037,22035,22033,22035,22037,22033,21961,
1657587310.4387364,A
1657587310.4499745,21772,1363,1348,1368,21906,22753,22038,22037,22037,22035,22034,22032,22035,22033,22030,21960,
1657587310.4499745,A
1657587310.455691,21777,1364,1347,1367,21907,22040,22033,22034,22727,22032,22032,22041,22032,22034,22029,21961,
1657587310.455691,A
1657587310.466125,21768,1364,1347,1368,21907,22038,22035,22037,22036,22039,22031,22032,22035,22033,22029,21958,
1657587310.466125,A
1657587310.477615,21776,1365,1347,1368,22121,22036,22034,22033,22035,22031,22035,22035,22041,22032,22028,21961,
1657587310.477615,A
1657587310.4832716,21778,1364,1348,1368,21908,22039,22036,22089,22037,22031,22036,22035,22035,22034,22031,21962,
1657587310.4832716,A
1657587310.494254,21781,1364,1347,1369,21905,22036,22041,22036,22035,22033,22180,22035,22042,22031,22029,21960,
1657587310.494254,A
1657587310.499875,21769,1364,1346,1367,21912,22043,22034,22033,22035,22032,22031,22039,22039,22039,22028,21968,
1657587310.499875,A
1657587310.5110383,21777,1364,1348,1367,21913,22045,22521,22034,22035,22031,22032,22034,22032,22032,22029,21955,
1657587310.5110383,A
1657587310.5167022,21778,1363,1348,1368,21905,22042,22036,22032,22032,22751,22038,22036,22039,22030,22030,21961,
1657587310.5167022,A
1657587310.5275528,21768,1363,1347,1369,21912,22038,22042,22039,22041,22039,22030,22030,22035,22039,22031,21961,
1657587310.5275528,A
1657587310.5331323,21774,1362,1347,1369,21906,22172,22034,22032,22042,22039,22040,22040,22038,22031,22028,21958,
1657587310.5331323,A
1657587310.5438457,21778,1364,1348,1367,21905,22036,22035,22035,22135,22032,22032,22035,22031,22040,22032,21968,
1657587310.5438457,A
1657587310.5498304,21777,1364,1347,1367,21909,22035,22043,22035,22033,22032,22033,22155,22034,22034,22029,21962,
1657587310.5498304,A
1657587310.5607905,21772,1362,1347,1370,21907,22035,22035,22035,22035,22029,22030,22029,22034,22030,22029,21961,
1657587310.5607905,A
1657587310.566783,21772,1364,1348,1368,21907,22038,22042,22228,22039,22039,22040,22041,22042,22038,22033,21961,
1657587310.566783,A
